pokemon_identifier,entry_number,flavor_text
thievul,1,"It secretly marks potential targets with a scent. By following the scent, it stalks its targets and steals from them when they least expect it."
thievul,2,"With a lithe body and sharp claws, it goes around stealing food and eggs. Boltund is its natural enemy."
gossifleur,1,"It anchors itself in the ground with its single leg, then basks in the sun. After absorbing enough sunlight, its petals spread as it blooms brilliantly."
gossifleur,2,It whirls around in the wind while singing a joyous song. This delightful display has charmed many into raising this Pokémon.
eldegoss,1,The seeds attached to its cotton fluff are full of nutrients. It spreads them on the wind so that plants and other Pokémon can benefit from them.
eldegoss,2,"The cotton on the head of this Pokémon can be spun into a glossy, gorgeous yarn—a Galar regional specialty."
wooloo,1,"Its curly fleece is such an effective cushion that this Pokémon could fall off a cliff and stand right back up at the bottom, unharmed."
wooloo,2,"If its fleece grows too long, Wooloo won’t be able to move. Cloth made with the wool of this Pokémon is surprisingly strong."
dubwool,1,"Weave a carpet from its springy wool, and you end up with something closer to a trampoline. You’ll start to bounce the moment you set foot on it."
dubwool,2,Its majestic horns are meant only to impress the opposite gender. They never see use in battle.
chewtle,1,Apparently the itch of its teething impels it to snap its jaws at anything in front of it.
chewtle,2,"It starts off battles by attacking with its rock-hard horn, but as soon as the opponent flinches, this Pokémon bites down and never lets go."
drednaw,1,"With jaws that can shear through steel rods, this highly aggressive Pokémon chomps down on its unfortunate prey."
drednaw,2,This Pokémon rapidly extends its retractable neck to sink its sharp fangs into distant enemies and take them down.
drednaw-gigantamax,1,"It responded to Gigantamax energy by becoming bipedal. First it comes crashing down on foes, and then it finishes them off with its massive jaws. "
drednaw-gigantamax,2,"In the Galar region, there's a tale about this Pokémon chewing up a mountain and using the rubble to stop a flood. "
yamper,1,"This Pokémon is very popular as a herding dog in the Galar region. As it runs, it generates electricity from the base of its tail."
yamper,2,"This gluttonous Pokémon only assists people with their work because it wants treats. As it runs, it crackles with electricity."
boltund,1,This Pokémon generates electricity and channels it into its legs to keep them going strong. Boltund can run nonstop for three full days.
boltund,2,"It sends electricity through its legs to boost their strength. Running at top speed, it easily breaks 50 mph."
rolycoly,1,"Most of its body has the same composition as coal. Fittingly, this Pokémon was first discovered in coal mines about 400 years ago."
rolycoly,2,"It can race around like a unicycle, even on rough, rocky terrain. Burning coal sustains it."
carkol,1,It forms coal inside its body. Coal dropped by this Pokémon once helped fuel the lives of people in the Galar region.
carkol,2,"By rapidly rolling its legs, it can travel at over 18 mph. The temperature of the flames it breathes exceeds 1,800 degrees Fahrenheit."
coalossal,1,"It’s usually peaceful, but the vandalism of mines enrages it. Offenders will be incinerated with flames that reach 2,700 degrees Fahrenheit."
coalossal,2,"While it’s engaged in battle, its mountain of coal will burn bright red, sending off sparks that scorch the surrounding area."
coalossal-gigantamax,1,"Its body is a colossal stove. With Gigantamax energy stoking the fire, this Pokémon's flame burns hotter than 3,600 degrees Fahrenheit. "
coalossal-gigantamax,2,"When Galar was hit by a harsh cold wave, this Pokémon served as a giant heating stove and saved many lives. "
applin,1,"It spends its entire life inside an apple. It hides from its natural enemies, bird Pokémon, by pretending it’s just an apple and nothing more."
applin,2,"As soon as it’s born, it burrows into an apple. Not only does the apple serve as its food source, but the flavor of the fruit determines its evolution."
flapple,1,"It ate a sour apple, and that induced its evolution. In its cheeks, it stores an acid capable of causing chemical burns."
flapple,2,It flies on wings of apple skin and spits a powerful acid. It can also change its shape into that of an apple.
flapple-gigantamax,1,"Under the influence of Gigantamax energy, it produces much more sweet nectar, and its shape has changed to resemble a giant apple. "
flapple-gigantamax,2,"If it stretches its neck, the strong aroma of its nectar pours out. The scent is so sickeningly sweet that one whiff makes other Pokémon faint. "
appletun,1,"Eating a sweet apple caused its evolution. A nectarous scent wafts from its body, luring in the bug Pokémon it preys on."
appletun,2,"Its body is covered in sweet nectar, and the skin on its back is especially yummy. Children used to have it as a snack."
appletun-gigantamax,1,"It blasts its opponents with massive amounts of sweet, sticky nectar, drowning them under the deluge. "
appletun-gigantamax,2,"Due to Gigantamax energy, this Pokémon's nectar has thickened. The increased viscosity lets the nectar absorb more damage than before. "
silicobra,1,"As it digs, it swallows sand and stores it in its neck pouch. The pouch can hold more than 17 pounds of sand."
silicobra,2,"It spews sand from its nostrils. While the enemy is blinded, it burrows into the ground to hide."
sandaconda,1,"When it contracts its body, over 220 pounds of sand sprays from its nose. If it ever runs out of sand, it becomes disheartened."
sandaconda,2,Its unique style of coiling allows it to blast sand out of its sand sac more efficiently.
sandaconda-gigantamax,1,"Its sand pouch has grown to tremendous proportions. More than 1,000,000 tons of sand now swirl around its body. "
sandaconda-gigantamax,2,Sand swirls around its body with such speed and power that it could pulverize a skyscraper. 
cramorant,1,"It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight."
cramorant,2,"This hungry Pokémon swallows Arrokuda whole. Occasionally, it makes a mistake and tries to swallow a Pokémon other than its preferred prey."
cramorant-gulping,1,"Cramorant's gluttony led it to try to swallow an Arrokuda whole, which in turn led to Cramorant getting an Arrokuda stuck in its throat. "
cramorant-gulping,2,The slightest shock is sometimes enough to get this Pokémon to spit out the Arrokuda lodged in its throat. 
cramorant-gorging,1,"This Cramorant has accidentally gotten a Pikachu lodged in its gullet. Cramorant is choking a little, but it isn't really bothered. "
cramorant-gorging,2,"The half-swallowed Pikachu is so startled that it isn't struggling yet, but it's still looking for a chance to strike back. "
